requisito_id,tipo,licenca,documento,modulo,topico,teste_aderencia,evidencia_esperada,peso,impacto
R.955,,,EIA,17. REFERÊNCIAS BIBLIOGRÁFICAS,17.0 – Diretrizes Gerais das Referências Bibliográficas,"As referências bibliográficas do estudo atendem às normas, garantem rastreabilidade e abrangem todas as fontes utilizadas no EIA?","a) Inclusão de toda a base técnica, legal, científica e cartográfica utilizada",,
R.956,,,EIA,17. REFERÊNCIAS BIBLIOGRÁFICAS,17.0 – Diretrizes Gerais das Referências Bibliográficas,"As referências bibliográficas do estudo atendem às normas, garantem rastreabilidade e abrangem todas as fontes utilizadas no EIA?",b) Padronização e organização conforme normas vigentes,,
R.957,,,EIA,17. REFERÊNCIAS BIBLIOGRÁFICAS,17.0 – Diretrizes Gerais das Referências Bibliográficas,"As referências bibliográficas do estudo atendem às normas, garantem rastreabilidade e abrangem todas as fontes utilizadas no EIA?",c) Adequação ao conteúdo efetivamente citado no estudo,,
R.958,,,EIA,17. REFERÊNCIAS BIBLIOGRÁFICAS,17.0 – Diretrizes Gerais das Referências Bibliográficas,"As referências bibliográficas do estudo atendem às normas, garantem rastreabilidade e abrangem todas as fontes utilizadas no EIA?","d) Rastreabilidade das fontes, incluindo documentos oficiais",,
R.959,,,EIA,17. REFERÊNCIAS BIBLIOGRÁFICAS,17.1 – Relação Completa das Referências Utilizadas,O estudo apresenta todas as referências citadas ao longo do texto?,a) Todas as referências citadas estão listadas,,
R.960,,,EIA,17. REFERÊNCIAS BIBLIOGRÁFICAS,17.1 – Relação Completa das Referências Utilizadas,O estudo apresenta todas as referências citadas ao longo do texto?,"b) As referências incluem autor, título, origem, ano e dados de acesso",,
R.961,,,EIA,17. REFERÊNCIAS BIBLIOGRÁFICAS,17.1 – Relação Completa das Referências Utilizadas,O estudo apresenta todas as referências citadas ao longo do texto?,c) Formatação conforme normas da ABNT,,
R.962,,,EIA,17. REFERÊNCIAS BIBLIOGRÁFICAS,17.1 – Relação Completa das Referências Utilizadas,O estudo apresenta todas as referências citadas ao longo do texto?,"d) Inclusão de referências técnicas, científicas, legais e cartográficas",,
R.963,,,EIA,17. REFERÊNCIAS BIBLIOGRÁFICAS,17.2 – Conformidade com Normas da ABNT,A formatação das referências segue as normas científicas aplicáveis?,a) Conformidade com ABNT NBR 6023,,
R.964,,,EIA,17. REFERÊNCIAS BIBLIOGRÁFICAS,17.2 – Conformidade com Normas da ABNT,A formatação das referências segue as normas científicas aplicáveis?,"b) Aplicação das normas ABNT pertinentes (NBR 10520, NBR 14724 etc.)",,
R.965,,,EIA,17. REFERÊNCIAS BIBLIOGRÁFICAS,17.2 – Conformidade com Normas da ABNT,A formatação das referências segue as normas científicas aplicáveis?,"c) Padronização de livros, artigos, sites, leis, mapas, relatórios e demais fontes",,
R.966,,,EIA,17. REFERÊNCIAS BIBLIOGRÁFICAS,17.3 – Rastreabilidade e Acesso às Referências,"As referências permitem rastreamento, verificação e auditoria?",a) Informações suficientes para rastreamento da fonte,,
R.967,,,EIA,17. REFERÊNCIAS BIBLIOGRÁFICAS,17.3 – Rastreabilidade e Acesso às Referências,"As referências permitem rastreamento, verificação e auditoria?","b) Inclusão de URL ou DOI, quando aplicável",,
R.968,,,EIA,17. REFERÊNCIAS BIBLIOGRÁFICAS,17.3 – Rastreabilidade e Acesso às Referências,"As referências permitem rastreamento, verificação e auditoria?","c) Identificação de edições, páginas, volumes, instituições ou órgãos responsáveis",,
R.969,,,EIA,18. EQUIPE TÉCNICA MULTIDISCIPLINAR,18.0 – Diretrizes Gerais da Equipe Técnica,"O estudo apresenta equipe técnica completa, com identificação, responsabilidades e documentos formais exigidos?",a) Apresentação da equipe multidisciplinar completa,,
R.970,,,EIA,18. EQUIPE TÉCNICA MULTIDISCIPLINAR,18.0 – Diretrizes Gerais da Equipe Técnica,"O estudo apresenta equipe técnica completa, com identificação, responsabilidades e documentos formais exigidos?","b) Compatibilidade entre especialistas, temas e capítulos do EIA",,
R.971,,,EIA,18. EQUIPE TÉCNICA MULTIDISCIPLINAR,18.0 – Diretrizes Gerais da Equipe Técnica,"O estudo apresenta equipe técnica completa, com identificação, responsabilidades e documentos formais exigidos?","c) Inclusão de qualificações, registros, ARTs e credenciamentos necessários",,
R.972,,,EIA,18. EQUIPE TÉCNICA MULTIDISCIPLINAR,18.0 – Diretrizes Gerais da Equipe Técnica,"O estudo apresenta equipe técnica completa, com identificação, responsabilidades e documentos formais exigidos?",d) Clareza sobre responsabilidades técnicas individuais e coletivas,,
R.973,,,EIA,18. EQUIPE TÉCNICA MULTIDISCIPLINAR,18.1 – Identificação Completa da Equipe Técnica,Todos os profissionais responsáveis pela elaboração do EIA-RIMA estão identificados?,a) Lista nominal completa dos profissionais envolvidos,,
R.974,,,EIA,18. EQUIPE TÉCNICA MULTIDISCIPLINAR,18.1 – Identificação Completa da Equipe Técnica,Todos os profissionais responsáveis pela elaboração do EIA-RIMA estão identificados?,b) Formação acadêmica de cada membro,,
R.975,,,EIA,18. EQUIPE TÉCNICA MULTIDISCIPLINAR,18.1 – Identificação Completa da Equipe Técnica,Todos os profissionais responsáveis pela elaboração do EIA-RIMA estão identificados?,"c) Registro profissional (CREA, CRBio, CRQ, CAU etc.)",,
R.976,,,EIA,18. EQUIPE TÉCNICA MULTIDISCIPLINAR,18.1 – Identificação Completa da Equipe Técnica,Todos os profissionais responsáveis pela elaboração do EIA-RIMA estão identificados?,d) Nº de ART ou documento equivalente,,
R.977,,,EIA,18. EQUIPE TÉCNICA MULTIDISCIPLINAR,18.1 – Identificação Completa da Equipe Técnica,Todos os profissionais responsáveis pela elaboração do EIA-RIMA estão identificados?,e) Nº do CTF/AIDA-IBAMA (quando aplicável),,
R.978,,,EIA,18. EQUIPE TÉCNICA MULTIDISCIPLINAR,18.1 – Identificação Completa da Equipe Técnica,Todos os profissionais responsáveis pela elaboração do EIA-RIMA estão identificados?,f) Descrição da responsabilidade de cada profissional,,
R.979,,,EIA,18. EQUIPE TÉCNICA MULTIDISCIPLINAR,18.2 – Responsabilidades Técnicas e Escopo de Atuação,As funções e responsabilidades de cada membro estão claramente descritas?,a) Função desempenhada por cada profissional,,
R.980,,,EIA,18. EQUIPE TÉCNICA MULTIDISCIPLINAR,18.2 – Responsabilidades Técnicas e Escopo de Atuação,As funções e responsabilidades de cada membro estão claramente descritas?,"b) Indicação dos capítulos, temas ou atividades sob responsabilidade de cada técnico",,
R.981,,,EIA,18. EQUIPE TÉCNICA MULTIDISCIPLINAR,18.2 – Responsabilidades Técnicas e Escopo de Atuação,As funções e responsabilidades de cada membro estão claramente descritas?,c) Identificação dos coordenadores de equipes especializadas,,
R.982,,,EIA,18. EQUIPE TÉCNICA MULTIDISCIPLINAR,18.3 – ART / Documentos Equivalentes,As ARTs dos responsáveis técnicos estão anexadas e compatíveis com o estudo?,a) ARTs dos coordenadores anexadas,,
R.983,,,EIA,18. EQUIPE TÉCNICA MULTIDISCIPLINAR,18.3 – ART / Documentos Equivalentes,As ARTs dos responsáveis técnicos estão anexadas e compatíveis com o estudo?,b) ARTs (ou equivalentes) de todos os responsáveis técnicos,,
R.984,,,EIA,18. EQUIPE TÉCNICA MULTIDISCIPLINAR,18.3 – ART / Documentos Equivalentes,As ARTs dos responsáveis técnicos estão anexadas e compatíveis com o estudo?,c) Numeração e correspondência das ARTs com a lista da equipe técnica,,
R.985,,,EIA,18. EQUIPE TÉCNICA MULTIDISCIPLINAR,18.4 – Tabela da Equipe Técnica,O estudo apresenta a tabela no formato exigido pelo TR?,"a) Quadro contendo: Nome, Formação, Registro de Classe, ART, CTF/AIDA, Responsabilidade",,
R.986,,,EIA,18. EQUIPE TÉCNICA MULTIDISCIPLINAR,18.4 – Tabela da Equipe Técnica,O estudo apresenta a tabela no formato exigido pelo TR?,b) Possibilidade de expansão do quadro conforme necessidade,,
R.987,,,EIA,18. EQUIPE TÉCNICA MULTIDISCIPLINAR,18.4 – Tabela da Equipe Técnica,O estudo apresenta a tabela no formato exigido pelo TR?,"c) Tabela clara, organizada e conforme TR",,
R.988,,,EIA,19. ANEXOS,19.0 – Diretrizes Gerais dos Anexos,"Os anexos do EIA foram selecionados, organizados e apresentados de forma coerente com o conteúdo técnico do estudo?",a) Inclusão de apenas anexos relevantes ao EIA e ao empreendimento,,
R.989,,,EIA,19. ANEXOS,19.0 – Diretrizes Gerais dos Anexos,"Os anexos do EIA foram selecionados, organizados e apresentados de forma coerente com o conteúdo técnico do estudo?",b) Correspondência clara entre anexos e capítulos do estudo,,
R.990,,,EIA,19. ANEXOS,19.0 – Diretrizes Gerais dos Anexos,"Os anexos do EIA foram selecionados, organizados e apresentados de forma coerente com o conteúdo técnico do estudo?","c) Ausência de anexos irrelevantes, repetidos ou contraditórios",,
R.991,,,EIA,19. ANEXOS,19.0 – Diretrizes Gerais dos Anexos,"Os anexos do EIA foram selecionados, organizados e apresentados de forma coerente com o conteúdo técnico do estudo?",d) Organização sistemática que facilite conferência técnica,,
R.992,,,EIA,19. ANEXOS,19.1 – Inclusão de Anexos Pertinentes ao EIA,Os anexos apresentados são pertinentes ao estudo e ao empreendimento?,a) Inclusão apenas de anexos com relação direta com o EIA,,
R.993,,,EIA,19. ANEXOS,19.1 – Inclusão de Anexos Pertinentes ao EIA,Os anexos apresentados são pertinentes ao estudo e ao empreendimento?,b) Inclusão de anexos diretamente relacionados à atividade avaliada,,
R.994,,,EIA,19. ANEXOS,19.1 – Inclusão de Anexos Pertinentes ao EIA,Os anexos apresentados são pertinentes ao estudo e ao empreendimento?,c) Compatibilidade entre conteúdo dos anexos e informações do EIA,,
R.995,,,EIA,19. ANEXOS,19.2 – Organização,Os anexos foram estruturados de forma clara e identificável?,"a) Anexos organizados por título, número ou código identificador",,
R.996,,,EIA,19. ANEXOS,19.2 – Organização,Os anexos foram estruturados de forma clara e identificável?,b) Breve descrição do conteúdo ou finalidade de cada anexo,,
R.997,,,EIA,19. ANEXOS,19.2 – Organização,Os anexos foram estruturados de forma clara e identificável?,c) Formato de arquivo adequado para leitura técnica,,
R.998,,,EIA,19. ANEXOS,19.3 – Coerência Técnica com o Corpo Principal do EIA,"Os anexos mantêm coerência com diagnósticos, análises e programas do EIA?",a) Coerência entre anexos e os capítulos do estudo,,
R.999,,,EIA,19. ANEXOS,19.3 – Coerência Técnica com o Corpo Principal do EIA,"Os anexos mantêm coerência com diagnósticos, análises e programas do EIA?",b) Referência cruzada adequada entre anexos e capítulos técnicos,,
R.1000,,,EIA,19. ANEXOS,19.3 – Coerência Técnica com o Corpo Principal do EIA,"Os anexos mantêm coerência com diagnósticos, análises e programas do EIA?",c) Ausência de anexos contraditórios ou fora do escopo,,
R.1001,,,,,,,,,
R.1002,,,,,,,,,
R.1003,,,,,,,,,
R.1004,,,,,,,,,
R.1005,,,,,,,,,
R.1006,,,,,,,,,
R.1007,,,,,,,,,
R.1008,,,,,,,,,
R.1009,,,,,,,,,
R.1010,,,,,,,,,
R.1011,,,,,,,,,
R.1012,,,,,,,,,
R.1013,,,,,,,,,
R.1014,,,,,,,,,
R.1015,,,,,,,,,
R.1016,,,,,,,,,
R.1017,,,,,,,,,
R.1018,,,,,,,,,
R.1019,,,,,,,,,
R.1020,,,,,,,,,
R.1021,,,,,,,,,
R.1022,,,,,,,,,
R.1023,,,,,,,,,
R.1024,,,,,,,,,
R.1025,,,,,,,,,
R.1026,,,,,,,,,
R.1027,,,,,,,,,
R.1028,,,,,,,,,
R.1029,,,,,,,,,
R.1030,,,,,,,,,
R.1031,,,,,,,,,
R.1032,,,,,,,,,
R.1033,,,,,,,,,
R.1034,,,,,,,,,
R.1035,,,,,,,,,
R.1036,,,,,,,,,
R.1037,,,,,,,,,
R.1038,,,,,,,,,
R.1039,,,,,,,,,
R.1040,,,,,,,,,
R.1041,,,,,,,,,
R.1042,,,,,,,,,
R.1043,,,,,,,,,
R.1044,,,,,,,,,
R.1045,,,,,,,,,
R.1046,,,,,,,,,
R.1047,,,,,,,,,
R.1048,,,,,,,,,
R.1049,,,,,,,,,
R.1050,,,,,,,,,
R.1051,,,,,,,,,
R.1052,,,,,,,,,
R.1053,,,,,,,,,
R.1054,,,,,,,,,
R.1055,,,,,,,,,
R.1056,,,,,,,,,
R.1057,,,,,,,,,
R.1058,,,,,,,,,
R.1059,,,,,,,,,
R.1060,,,,,,,,,
R.1061,,,,,,,,,
R.1062,,,,,,,,,
R.1063,,,,,,,,,
R.1064,,,,,,,,,
R.1065,,,,,,,,,
R.1066,,,,,,,,,
R.1067,,,,,,,,,
R.1068,,,,,,,,,
R.1069,,,,,,,,,
R.1070,,,,,,,,,
R.1071,,,,,,,,,
R.1072,,,,,,,,,
R.1073,,,,,,,,,
R.1074,,,,,,,,,
R.1075,,,,,,,,,
R.1076,,,,,,,,,
R.1077,,,,,,,,,
R.1078,,,,,,,,,
R.1079,,,,,,,,,
R.1080,,,,,,,,,
R.1081,,,,,,,,,
R.1082,,,,,,,,,
R.1083,,,,,,,,,
R.1084,,,,,,,,,
R.1085,,,,,,,,,
R.1086,,,,,,,,,
R.1087,,,,,,,,,
R.1088,,,,,,,,,
R.1089,,,,,,,,,
R.1090,,,,,,,,,
R.1091,,,,,,,,,
R.1092,,,,,,,,,
R.1093,,,,,,,,,
R.1094,,,,,,,,,
R.1095,,,,,,,,,
R.1096,,,,,,,,,
R.1097,,,,,,,,,
R.1098,,,,,,,,,
R.1099,,,,,,,,,
R.1100,,,,,,,,,
R.1101,,,,,,,,,
R.1102,,,,,,,,,
R.1103,,,,,,,,,
R.1104,,,,,,,,,
R.1105,,,,,,,,,
R.1106,,,,,,,,,
R.1107,,,,,,,,,
R.1108,,,,,,,,,
R.1109,,,,,,,,,
R.1110,,,,,,,,,
R.1111,,,,,,,,,
R.1112,,,,,,,,,
R.1113,,,,,,,,,
R.1114,,,,,,,,,
R.1115,,,,,,,,,
R.1116,,,,,,,,,
R.1117,,,,,,,,,
R.1118,,,,,,,,,
R.1119,,,,,,,,,
R.1120,,,,,,,,,
R.1121,,,,,,,,,
R.1122,,,,,,,,,
R.1123,,,,,,,,,
R.1124,,,,,,,,,
R.1125,,,,,,,,,
R.1126,,,,,,,,,
R.1127,,LAC1,,,,,,,
R.1128,,LAC1,,,,,,,
R.1129,,LAC1,,,,,,,
R.1130,,LAC1,,,,,,,
R.1131,,LAC1,,,,,,,
R.1132,,LAC1,,,,,,,
R.1133,,LAC1,,,,,,,
R.1134,,LAC1,,,,,,,
R.1135,,LAC1,,,,,,,
R.1136,,LAC1,,,,,,,
R.1137,,,PCA,1.  DIRETRIZES GERAIS DO PCA,1.1 Diretrizes Gerais do PCA,O PCA atende à finalidade definida no TR e apresenta medidas preventivas/corretivas vinculadas às não conformidades identificadas no RCA?,a) PCA apresentado de forma independente do RCA,,
R.1138,,,PCA,1.  DIRETRIZES GERAIS DO PCA,1.1 Diretrizes Gerais do PCA,O PCA atende à finalidade definida no TR e apresenta medidas preventivas/corretivas vinculadas às não conformidades identificadas no RCA?,b) Propostas preventivas ou corretivas,,
R.1139,,,PCA,1.  DIRETRIZES GERAIS DO PCA,1.1 Diretrizes Gerais do PCA,O PCA atende à finalidade definida no TR e apresenta medidas preventivas/corretivas vinculadas às não conformidades identificadas no RCA?,"c) Abrangência: ruídos, efluentes líquidos, atmosféricos, resíduos sólidos",,
R.1140,,,PCA,1.   DIRETRIZES GERAIS DO PCA,1.1 Diretrizes Gerais do PCA,O PCA atende à finalidade definida no TR e apresenta medidas preventivas/corretivas vinculadas às não conformidades identificadas no RCA?,d) Projetos básicos,,
R.1141,,,PCA,1.  DIRETRIZES GERAIS DO PCA,1.1 Diretrizes Gerais do PCA,O PCA atende à finalidade definida no TR e apresenta medidas preventivas/corretivas vinculadas às não conformidades identificadas no RCA?,e) Exigências complementares,,
R.1142,,,PCA,1.   DIRETRIZES GERAIS DO PCA,1.1 Diretrizes Gerais do PCA,O PCA atende à finalidade definida no TR e apresenta medidas preventivas/corretivas vinculadas às não conformidades identificadas no RCA?,f) Conformidade com Decreto 21.228/81 e DNs,,
R.1143,,,PCA,1.  DIRETRIZES GERAIS DO PCA,1.1 Diretrizes Gerais do PCA,O PCA atende à finalidade definida no TR e apresenta medidas preventivas/corretivas vinculadas às não conformidades identificadas no RCA?,g) Diluição NÃO permitida,,
R.1144,,,PCA,2. RUÍDOS,2.1  Medidas Corretivas para Ruído,As medidas atendem à Lei Estadual 10.100/1990 e às exigências do TR PCA?,a) Medidas corretivas,,
R.1145,,,PCA,2. RUÍDOS,2.1  Medidas Corretivas para Ruído,As medidas atendem à Lei Estadual 10.100/1990 e às exigências do TR PCA?,b) Identificação de responsável,,
R.1146,,LAC1,PCA,2. RUÍDOS,2.1  Medidas Corretivas para Ruído,As medidas atendem à Lei Estadual 10.100/1990 e às exigências do TR PCA?,c) Tipo de intervenção,,
R.1147,,,PCA,2. RUÍDOS,2.1  Medidas Corretivas para Ruído,As medidas atendem à Lei Estadual 10.100/1990 e às exigências do TR PCA?,d) Critérios técnicos,,
R.1148,,,PCA,2. RUÍDOS,2.1  Medidas Corretivas para Ruído,As medidas atendem à Lei Estadual 10.100/1990 e às exigências do TR PCA?,e) Cronograma,,
